ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents
2024-12-16 10:21:25.504086017,Cicnxy2V1G81SwlpP6,fe80::104e:5fb6:9e41:e663,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,105,0,0,
2024-12-16 10:20:41.367342949,CLsFio3Wx54ogDC1b8,192.168.28.40,45147,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:21:24.787313938,CUiLRJ2FCqWMdldpsb,fe80::1001:16db:2a8b:ffdc,5353,ff02::fb,5353,udp,dns,0 days 00:00:03.994131,548,0,S0,T,F,0,D,3,692,0,0,
2024-12-16 10:21:24.787236929,CCv8l9vfrJlEfuvJi,192.168.28.211,5353,224.0.0.251,5353,udp,dns,0 days 00:00:03.994161,548,0,S0,T,F,0,D,3,632,0,0,
2024-12-16 10:20:47.409249067,Cjmzqo4Zblm3ITOV6e,192.168.28.40,47848,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:21:41.993649006,CrsHBn2jnpKfGUoJwi,192.168.28.19,5353,224.0.0.251,5353,udp,dns,0 days 00:00:01.022654,267,0,S0,T,F,0,D,2,323,0,0,
2024-12-16 10:21:41.993701935,CBwmAQDfrpwQ1eLz6,fe80::14e0:28f4:e657:fbf3,5353,ff02::fb,5353,udp,dns,0 days 00:00:01.022639,267,0,S0,T,F,0,D,2,363,0,0,
2024-12-16 10:20:52.324811935,CViiz54cVGPIFnkK0e,192.168.28.11,55625,255.255.255.255,8610,udp,,0 days 00:00:00.000399,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:20:53.451003075,CTkFz741XdBdSd1P2l,192.168.28.40,36700,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:20:54.783972025,CyEjG04JMSOs0CnU5e,192.168.28.208,53098,255.255.255.255,8610,udp,,0 days 00:00:00.000051,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:20:59.392637968,C9q9Sy2uJna518jAwd,192.168.28.40,42153,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:21:42.605283976,C6vSJm4X8xdUv4mGDa,192.168.28.25,5353,224.0.0.251,5353,udp,dns,0 days 00:00:01.024348,154,0,S0,T,F,0,D,2,210,0,0,
2024-12-16 10:21:42.605361938,CmKtiLS7ocTM6kWOb,fe80::10c1:6dde:581e:e273,5353,ff02::fb,5353,udp,dns,0 days 00:00:01.024328,154,0,S0,T,F,0,D,2,250,0,0,
2024-12-16 10:21:05.434462070,CxX6623JU8GwWfewyi,192.168.28.40,40973,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:21:11.475872040,ChAjEMbMgXS49XNdb,192.168.28.40,41037,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:21:13.626569033,Cn1ysp2uITUhbigH99,192.168.28.1,5678,255.255.255.255,5678,udp,,,,,S0,T,T,0,D,1,155,0,0,
2024-12-16 10:21:17.415252924,CNf5Lt3GbVYHXOgaxg,192.168.28.40,34697,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:21:23.455508947,CEC8KCMp6xI2v62ng,192.168.28.40,46405,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:21:24.072230101,CNFVTaupHkUUfi67e,192.168.28.11,64943,255.255.255.255,8610,udp,,0 days 00:00:00.000056,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:21:26.529133081,CAIVy42Rk867rjMLB3,192.168.28.208,54223,255.255.255.255,8610,udp,,0 days 00:00:00.000051,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:21:29.394711971,CMcSuN2J5J10gJZtff,192.168.28.40,54990,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:21:35.437180996,C4K4Mue56C2w5Mibb,192.168.28.40,37119,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:22:29.711656094,Cn84a44rnFaEGSpGQf,192.168.28.36,5353,224.0.0.251,5353,udp,dns,,,,S0,T,F,0,D,1,73,0,0,
2024-12-16 10:22:29.711704016,CrwfeP2oo922EDyDK3,fe80::884:7f69:9c28:a913,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,93,0,0,
2024-12-16 10:22:29.917473078,Caosaz2TBF81mi966c,192.168.28.40,5353,224.0.0.251,5353,udp,dns,,,,S0,T,F,0,D,1,246,0,0,
2024-12-16 10:21:41.478334904,CoNTbv5DYxyOjGz9,192.168.28.40,45397,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:21:43.224410057,CFS23g4KirZkuJMEHh,192.168.28.40,45571,192.168.28.229,38031,udp,,,,,S0,T,T,0,D,1,441,0,0,
2024-12-16 10:21:44.145862103,CKDQ4g2YJEvImiPKA8,192.168.28.40,49428,192.168.28.229,38031,udp,,,,,S0,T,T,0,D,1,441,0,0,
2024-12-16 10:22:25.001431942,CIuVKz2QJXQZaKxwtl,192.168.28.209,5353,224.0.0.251,5353,udp,dns,0 days 00:00:03.994157,476,0,S0,T,F,0,D,3,560,0,0,
2024-12-16 10:22:25.001485109,C1gM0y22qO6QeAuYx1,fe80::146a:3d52:55b3:87e8,5353,ff02::fb,5353,udp,dns,0 days 00:00:03.994140,476,0,S0,T,F,0,D,3,620,0,0,
2024-12-16 10:21:45.169398069,CLyUhH2Xmo9fGwMc28,192.168.28.40,51316,192.168.28.229,38031,udp,,,,,S0,T,T,0,D,1,441,0,0,
2024-12-16 10:21:43.110554934,CFbFjd4X5y4lllrhDd,192.168.28.229,38031,239.255.255.250,1900,udp,,0 days 00:00:03.003723,692,0,S0,T,F,0,D,4,804,0,0,
2024-12-16 10:21:46.197544098,C3yCvs9TgSkU7saWk,192.168.28.40,58929,192.168.28.229,38031,udp,,,,,S0,T,T,0,D,1,441,0,0,
2024-12-16 10:21:47.419405937,CzuzhG3FKBF8h1yjWf,192.168.28.40,37663,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:22:29.815489054,CSE3YQ3bCJqSY4tP0h,fe80::10c1:6dde:581e:e273,5353,ff02::fb,5353,udp,dns,0 days 00:00:03.992155,587,0,S0,T,F,0,D,3,731,0,0,
2024-12-16 10:22:29.815403938,CEkmVO3Q2Zf31dSHz,192.168.28.25,5353,224.0.0.251,5353,udp,dns,0 days 00:00:03.992177,587,0,S0,T,F,0,D,3,671,0,0,
2024-12-16 10:21:53.461473942,CALYRujfIunzcplga,192.168.28.40,38142,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:22:25.410223961,CdOns4C30uVpdwBY3,fe80::1001:16db:2a8b:ffdc,5353,ff02::fb,5353,udp,dns,0 days 00:00:13.006479,205,0,S0,T,F,0,D,4,397,0,0,
2024-12-16 10:22:25.410140991,CC9hfB2gWqADh5oAfa,192.168.28.211,5353,224.0.0.251,5353,udp,dns,0 days 00:00:13.006479,205,0,S0,T,F,0,D,4,317,0,0,
2024-12-16 10:21:55.815078974,CA6RxJ2f8O3kDMYcL4,192.168.28.11,62696,255.255.255.255,8610,udp,,0 days 00:00:00.000056,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:21:58.172101974,CEXrm6mXUCfZA02M2,192.168.28.208,54249,255.255.255.255,8610,udp,,0 days 00:00:00.000055,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:21:59.399389982,CjvWr9YiMTq8u8lHh,192.168.28.40,56828,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:22:05.442672014,CB4EPr1YO5magHYPmi,192.168.28.40,46857,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:22:11.482512951,CrufjR2ptlDR2Wt8kh,192.168.28.40,42853,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:23:02.995351076,CyS8ZbR9Ls15w0R9g,192.168.28.211,5353,224.0.0.251,5353,udp,dns,0 days 00:00:01.023859,315,0,S0,T,F,0,D,2,371,0,0,
2024-12-16 10:23:02.995373964,Cmd60QR4Aoe2HCnqe,fe80::1001:16db:2a8b:ffdc,5353,ff02::fb,5353,udp,dns,0 days 00:00:01.023872,315,0,S0,T,F,0,D,2,411,0,0,
2024-12-16 10:22:13.633599997,C6qKTe1soeS8XaG8g,192.168.28.1,5678,255.255.255.255,5678,udp,,,,,S0,T,T,0,D,1,155,0,0,
2024-12-16 10:22:17.423552990,CVdV4R6Cj2FNzw9Gj,192.168.28.40,44467,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:22:23.463928938,CBdaVjcUzFRZL5PJ4,192.168.28.40,40315,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:22:27.560000896,CiDQcN2t265RJDhRnc,192.168.28.11,53274,255.255.255.255,8610,udp,,0 days 00:00:00.000054,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:22:29.405366898,Clzy2i3I1B2sqx5YJb,192.168.28.40,50328,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:22:29.815495014,CJDnMC3Pp9mxAual1d,192.168.28.208,61187,255.255.255.255,8610,udp,,0 days 00:00:00.000050,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:23:21.938592911,CG3VEl32Pg9YLa0BYh,192.168.28.212,5353,224.0.0.251,5353,udp,dns,,,,S0,T,F,0,D,1,501,0,0,
2024-12-16 10:23:21.938652992,CyYdCf3TkFDEZklwj8,fe80::1c57:4241:2595:e5c9,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,521,0,0,
2024-12-16 10:22:41.486963987,Chqx4KmGG2f0YGNW7,192.168.28.40,60507,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:23:34.739881992,CzPOo61RaF0OynL9Sd,192.168.28.38,5353,224.0.0.251,5353,udp,dns,,,,S0,T,F,0,D,1,420,0,0,
2024-12-16 10:23:34.739957094,CVw7ft2sdwhwnBxEM6,fe80::104e:5fb6:9e41:e663,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,440,0,0,
2024-12-16 10:22:47.428354025,CkobwSIbVu67whng5,192.168.28.40,58236,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:22:53.468353987,CcFLMw3mjaW2VsStk9,192.168.28.40,39293,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:23:44.260873079,ChCrLu24OrXybl2C27,192.168.28.21,5353,224.0.0.251,5353,udp,dns,,,,S0,T,F,0,D,1,406,0,0,
2024-12-16 10:23:34.634838104,C7yYHK1knJrTZGzwhg,fe80::14e0:28f4:e657:fbf3,5353,ff02::fb,5353,udp,dns,0 days 00:00:03.995606,476,0,S0,T,F,0,D,3,620,0,0,
2024-12-16 10:23:34.634763956,CyPGC8MIiUzlrayJ6,192.168.28.19,5353,224.0.0.251,5353,udp,dns,0 days 00:00:03.995614,476,0,S0,T,F,0,D,3,560,0,0,
2024-12-16 10:22:59.305340052,CT2se64Rh5DTh0lnBi,192.168.28.11,57508,255.255.255.255,8610,udp,,0 days 00:00:00.000054,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:22:59.509901047,CuSdNMYc90ckn2Csb,192.168.28.40,36898,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:23:01.455689907,C1nCeS2n9WWOzlAL3,192.168.28.208,60213,255.255.255.255,8610,udp,,0 days 00:00:00.000055,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:23:05.451322079,CDVBWl4qmPVqbKz3Ii,192.168.28.40,50976,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:23:57.472578049,Cce77gurIxHMXQYha,192.168.28.38,5353,224.0.0.251,5353,udp,dns,,,,S0,T,F,0,D,1,290,0,0,
2024-12-16 10:23:57.472646952,CCfsII2qctHZJvU9t9,fe80::104e:5fb6:9e41:e663,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,310,0,0,
2024-12-16 10:23:11.491628885,CGZTvG1vukiT537gVa,192.168.28.40,59787,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:23:43.136121988,CEamOf4almvzKtix61,192.168.28.39,5353,224.0.0.251,5353,udp,dns,0 days 00:00:16.792370,674,0,S0,T,F,0,D,5,814,0,0,
2024-12-16 10:23:43.136194944,C18Lz014Dt3tcHxb7d,fe80::1cb8:5514:ac76:637c,5353,ff02::fb,5353,udp,dns,0 days 00:00:15.871894,501,0,S0,T,F,0,D,4,693,0,0,
2024-12-16 10:23:13.642085075,CKlZJj4fchwXHJtlT3,192.168.28.1,5678,255.255.255.255,5678,udp,,,,,S0,T,T,0,D,1,155,0,0,
2024-12-16 10:23:17.432320118,CsGtjj27SjHcJID78b,192.168.28.40,56024,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:23:59.724039078,CPIJcKWyqeN0rgqCb,192.168.28.25,5353,224.0.0.251,5353,udp,dns,0 days 00:00:04.095956,515,0,S0,T,F,0,D,3,599,0,0,
2024-12-16 10:23:59.724087000,CIFxYR3Ciz3YBKahYe,fe80::10c1:6dde:581e:e273,5353,ff02::fb,5353,udp,dns,0 days 00:00:04.095966,515,0,S0,T,F,0,D,3,659,0,0,
2024-12-16 10:23:23.472537041,Cp3n8sMdfOUI8b865,192.168.28.40,41747,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:24:16.132205963,Ci4JMS2t3yTobPP4ef,fe80::2605:4ff9:fc77:aafc,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,165,0,0,
2024-12-16 10:24:16.132375001,CWeHil2SZqjBVc57Fl,192.168.28.229,5353,224.0.0.251,5353,udp,dns,,,,S0,T,F,0,D,1,197,0,0,
2024-12-16 10:23:31.050553083,CR1zs319PnkG8CbTcb,192.168.28.11,58856,255.255.255.255,8610,udp,,0 days 00:00:00.000051,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:23:32.998857021,CkDj1j224g5kNWTqPc,192.168.28.208,56368,255.255.255.255,8610,udp,,0 days 00:00:00.099477,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:24:29.727870941,CYRT3alejd1IVX1T3,192.168.28.36,5353,224.0.0.251,5353,udp,dns,,,,S0,T,F,0,D,1,73,0,0,
2024-12-16 10:24:29.727951050,Cuf6GQ2brqQnDCIVQ7,fe80::884:7f69:9c28:a913,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,93,0,0,
2024-12-16 10:24:29.830014944,CrQEahaNTw1tHVfLj,192.168.28.40,5353,224.0.0.251,5353,udp,dns,,,,S0,T,F,0,D,1,246,0,0,
2024-12-16 10:23:41.495563984,C8Wt0q12QHw7iHWUE8,192.168.28.40,60031,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:23:43.138736010,C3UKFffxGNsxmgqH6,192.168.28.40,59255,192.168.28.229,51866,udp,,,,,S0,T,T,0,D,1,441,0,0,
2024-12-16 10:23:44.164625883,CJQ47y4ZWkKd0rY3Ch,192.168.28.40,35861,192.168.28.229,51866,udp,,,,,S0,T,T,0,D,1,441,0,0,
2024-12-16 10:23:45.186187983,CwaeDNUeVxbVs75y3,192.168.28.40,40173,192.168.28.229,51866,udp,,,,,S0,T,T,0,D,1,441,0,0,
2024-12-16 10:07:30.089752913,CBG8XiFmbOYDAxeij,192.168.28.38,57621,192.168.28.255,57621,udp,,0 days 00:16:15.194692,1188,0,S0,T,T,0,D,27,1944,0,0,
2024-12-16 10:23:43.110793114,CEn1WV24jHeq8avSa1,192.168.28.229,51866,239.255.255.250,1900,udp,,0 days 00:00:03.001980,692,0,S0,T,F,0,D,4,804,0,0,
2024-12-16 10:23:46.211436987,C8TY61jaQenlbj5P,192.168.28.40,53602,192.168.28.229,51866,udp,,,,,S0,T,T,0,D,1,441,0,0,
2024-12-16 10:23:47.436707020,CzshOnRQGwLO9Ovsa,192.168.28.40,59286,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:23:53.477951050,Ce32H7B3op3FH5ETf,192.168.28.40,47472,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:24:35.975550890,C0iMpq37yVYbGFLcVj,fe80::10c1:6dde:581e:e273,5353,ff02::fb,5353,udp,dns,0 days 00:00:04.097990,449,0,S0,T,F,0,D,3,593,0,0,
2024-12-16 10:24:35.975478888,CtHb2s2tpKcyVCiK52,192.168.28.25,5353,224.0.0.251,5353,udp,dns,0 days 00:00:04.097999,449,0,S0,T,F,0,D,3,533,0,0,
2024-12-16 10:23:59.518129109,CHPg9J1k79syikljdf,192.168.28.40,60666,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:24:02.797415018,Cvt6lS3lg2Tt1CbwV6,192.168.28.11,59815,255.255.255.255,8610,udp,,0 days 00:00:00.000052,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:24:04.740982056,CPORRm37bG4wCJHeag,192.168.28.208,53875,255.255.255.255,8610,udp,,0 days 00:00:00.000057,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:24:11.499403000,C1vM7h4viNJqIlbqE,192.168.28.40,48186,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:24:53.487250090,CYMeqS1C6o1sjiFxX4,fe80::83f:1e1a:e842:1285,5353,ff02::fb,5353,udp,dns,0 days 00:00:01.022094,231,0,S0,T,F,0,D,2,327,0,0,
2024-12-16 10:24:53.487237930,Cjx0hnM520vN30zZ3,192.168.28.18,5353,224.0.0.251,5353,udp,dns,0 days 00:00:01.022073,231,0,S0,T,F,0,D,2,287,0,0,
2024-12-16 10:24:13.652335882,CeWYQk3jpeazmjJwZ9,192.168.28.1,5678,255.255.255.255,5678,udp,,,,,S0,T,T,0,D,1,155,0,0,
2024-12-16 10:24:17.440612078,CzcRhh12Csop28pMj8,192.168.28.40,40702,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:24:23.480633020,C0drfv3tV98IQGecv4,192.168.28.40,35689,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:25:07.311670065,CnZbqf2UDXN1AuIku,fe80::1001:16db:2a8b:ffdc,5353,ff02::fb,5353,udp,dns,0 days 00:00:03.994194,476,0,S0,T,F,0,D,3,620,0,0,
2024-12-16 10:25:07.311603069,CQFERi3PwvDlHyHHS3,192.168.28.211,5353,224.0.0.251,5353,udp,dns,0 days 00:00:01.022554,279,0,S0,T,F,0,D,2,335,0,0,
2024-12-16 10:24:29.522473097,CQ1TzO1Ql3BKTbRcNj,192.168.28.40,33410,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:24:34.642812967,Cwf4aJqgoXJ3zWSrd,192.168.28.11,61375,255.255.255.255,8610,udp,,0 days 00:00:00.000063,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:24:35.461836100,CV7wwG48JUBAS9Ihif,192.168.28.40,43354,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:24:36.383738995,Cxhsw21pXoOB37DdAh,192.168.28.208,50199,255.255.255.255,8610,udp,,0 days 00:00:00.000052,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:25:17.859188080,CBUqsc4CCM6UaKmwyb,fe80::143a:ca02:54c1:6278,5353,ff02::fb,5353,udp,dns,0 days 00:00:03.994292,404,0,S0,T,F,0,D,3,548,0,0,
2024-12-16 10:25:17.859111071,CUJhje4lCAUifJtDb7,192.168.28.22,5353,224.0.0.251,5353,udp,dns,0 days 00:00:03.994309,404,0,S0,T,F,0,D,3,488,0,0,
2024-12-16 10:25:30.762396097,CRnxzwcwL7aCM814i,192.168.28.24,5353,224.0.0.251,5353,udp,dns,,,,S0,T,F,0,D,1,417,0,0,
2024-12-16 10:25:30.762475014,CNOEoY24geVt0RP0V5,fe80::cb5:36cd:b1d3:3d80,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,437,0,0,
2024-12-16 10:24:47.545221090,CWsC311GvBsdFEIPjb,192.168.28.40,54370,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:25:37.728091955,Cvt9fE1MdYidKDyLHe,192.168.28.29,5353,224.0.0.251,5353,udp,dns,0 days 00:00:00.000078,2048,0,S0,T,F,0,D,2,2104,0,0,
2024-12-16 10:25:37.728185892,CjtTWG1OHeenfnpmud,192.168.28.31,5353,224.0.0.251,5353,udp,dns,,,,S0,T,F,0,D,1,781,0,0,
2024-12-16 10:25:37.826793909,CqESYI2RX9FOTwOmC7,fe80::decd:2fff:fea3:6eec,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,801,0,0,
2024-12-16 10:24:48.467143059,C8Z08U1N0QM7JaUjw8,192.168.28.21,5353,224.0.0.251,5353,udp,dns,0 days 00:00:42.395111,960,0,S0,T,F,0,D,9,1212,0,0,
2024-12-16 10:25:12.634615898,CxaLcj2i16Ryt5ZEz2,192.168.28.23,5353,224.0.0.251,5353,udp,dns,0 days 00:00:21.095033,739,0,S0,T,F,0,D,6,907,0,0,
2024-12-16 10:25:12.634690046,CFUwqq1LpalNpPf9Gg,fe80::c49:66c:bb73:3967,5353,ff02::fb,5353,udp,dns,0 days 00:00:21.095024,797,0,S0,T,F,0,D,7,1133,0,0,
2024-12-16 10:24:53.487225056,CQ2VW22F6Wf4xT31c8,192.168.28.40,38717,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:25:38.854250908,CUkkAG4vYkfimJDdnj,192.168.28.19,5353,224.0.0.251,5353,udp,dns,0 days 00:00:03.991530,476,0,S0,T,F,0,D,3,560,0,0,
2024-12-16 10:25:38.854296923,CCGygG39nydSivFvkj,fe80::14e0:28f4:e657:fbf3,5353,ff02::fb,5353,udp,dns,0 days 00:00:03.991542,476,0,S0,T,F,0,D,3,620,0,0,
2024-12-16 10:24:59.528418064,CAuUl843UERwUPH7q7,192.168.28.40,39723,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:25:05.466170073,CGSxVh4eVhUO9VFMd4,192.168.28.40,44943,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:25:06.387892008,C7Knlp4k4C1ZHszTS2,192.168.28.11,63195,255.255.255.255,8610,udp,,0 days 00:00:00.000055,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:25:37.623724937,CpRDVkDLdot6UDOkc,fe80::104e:5fb6:9e41:e663,5353,ff02::fb,5353,udp,dns,0 days 00:00:13.106666,8898,0,S0,T,F,0,D,14,9570,0,0,
2024-12-16 10:25:37.623655081,CRiNwa46p2O7WD1063,192.168.28.38,5353,224.0.0.251,5353,udp,dns,0 days 00:00:13.106674,8898,0,S0,T,F,0,D,14,9290,0,0,
2024-12-16 10:25:08.232688904,CvoVLoyQtgxHX5Nha,192.168.28.208,54978,255.255.255.255,8610,udp,,0 days 00:00:00.000053,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:25:11.508238077,CxXepP3KLjWAYV30tj,192.168.28.40,33918,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:25:13.659821033,Cq2EMS0RCAMrQaAY7,192.168.28.1,5678,255.255.255.255,5678,udp,,,,,S0,T,T,0,D,1,155,0,0,
2024-12-16 10:25:17.550271988,CoGfik4639YErqd8j8,192.168.28.40,39972,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:25:49.910968065,CUq0hL3dLU7zu7e8Ie,fe80::10c1:6dde:581e:e273,5353,ff02::fb,5353,udp,dns,0 days 00:00:13.005963,745,0,S0,T,F,0,D,4,937,0,0,
2024-12-16 10:25:49.910891056,CeO2iD4rGoIMiWve4l,192.168.28.25,5353,224.0.0.251,5353,udp,dns,0 days 00:00:13.005989,745,0,S0,T,F,0,D,4,857,0,0,
2024-12-16 10:25:23.488991022,CaEhY8OwI3pnmNZEk,192.168.28.40,57654,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:26:17.766638994,C9nxBP2qgggZ82PSV2,192.168.28.38,5353,224.0.0.251,5353,udp,dns,,,,S0,T,F,0,D,1,670,0,0,
2024-12-16 10:26:17.766699076,CAWXKMBnUaYEhqoD3,fe80::104e:5fb6:9e41:e663,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,690,0,0,
2024-12-16 10:25:29.532221079,CckjUr3lNU9eyij3wk,192.168.28.40,47631,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:25:35.471743107,CshyQZ1c3Nqpe9RCtb,192.168.28.40,52092,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:25:38.031455039,C4i9bv1wtbwKWQflf8,192.168.28.11,50061,255.255.255.255,8610,udp,,0 days 00:00:00.000030,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:26:29.746321917,CG0Z1h3v371GBNlON6,192.168.28.36,5353,224.0.0.251,5353,udp,dns,,,,S0,T,F,0,D,1,73,0,0,
2024-12-16 10:26:29.746397972,CaAvv211veZ2Rb11yh,fe80::884:7f69:9c28:a913,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,93,0,0,
2024-12-16 10:26:29.848344088,ComDwMc9F7YV5uvA7,192.168.28.40,5353,224.0.0.251,5353,udp,dns,,,,S0,T,F,0,D,1,246,0,0,
2024-12-16 10:25:39.878500938,CQ5xah1EoG3WqeMDPc,192.168.28.208,63666,255.255.255.255,8610,udp,,0 days 00:00:00.000036,32,0,S0,T,T,0,D,2,88,0,0,
2024-12-16 10:25:41.512531042,CYGHNx2QuoGDzXSpx,192.168.28.40,49440,192.168.28.255,15600,udp,,,,,S0,T,T,0,D,1,63,0,0,
2024-12-16 10:25:43.155788898,C2O0CC3k5sDFwAR4D4,192.168.28.40,36183,192.168.28.229,52031,udp,,,,,S0,T,T,0,D,1,441,0,0,
2024-12-16 10:25:44.181365967,C5qbJdvLuzE7kUYq4,192.168.28.40,46377,192.168.28.229,52031,udp,,,,,S0,T,T,0,D,1,441,0,0,
2024-12-16 10:25:45.204483986,CSCWGf2HSde0e4EEUh,192.168.28.40,52211,192.168.28.229,52031,udp,,,,,S0,T,T,0,D,1,441,0,0,
2024-12-16 10:25:43.111834049,CbVQcz13m3KwRiGH7b,192.168.28.229,52031,239.255.255.250,1900,udp,,0 days 00:00:03.001847,692,0,S0,T,F,0,D,4,804,0,0,
2024-12-16 10:25:46.126581907,C1GGXz254nbnvjMPlb,192.168.28.40,60311,192.168.28.229,52031,udp,,,,,S0,T,T,0,D,1,441,0,0,
