192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,172.217.25.202
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,tcp:http,185.125.190.49
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,142.251.222.227
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,142.251.43.195
192.168.127.114,udp:quic,142.251.222.227
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,,142.251.222.234
192.168.127.114,,142.251.222.227
192.168.127.114,udp:quic,172.217.26.74
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,,239.255.255.250
192.168.127.114,udp:quic,172.217.25.202
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,142.251.43.195
192.168.127.114,,142.251.222.227
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,142.251.222.234
192.168.127.114,tcp:ssl,13.107.246.59
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,142.250.199.35
192.168.127.114,,142.251.223.74
192.168.127.114,udp:quic,216.58.196.1
192.168.127.114,udp:ntp,91.189.91.157
192.168.127.114,udp:quic,142.251.222.227
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,tcp:ssl,104.208.16.90
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,tcp:http,142.250.199.46
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,tcp:http,142.250.199.46
192.168.127.114,udp:quic,142.251.222.227
192.168.127.114,tcp:http,142.250.199.46
192.168.127.114,,142.251.43.195
192.168.127.114,udp:quic,142.250.199.46
192.168.127.114,,142.251.222.227
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,142.251.223.74
192.168.127.114,udp:quic,216.58.196.42
192.168.127.114,tcp:http,8.8.8.8
192.168.127.114,,142.250.199.46
192.168.127.114,,142.251.223.67
192.168.127.114,,104.18.32.47
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,74.125.68.84
192.168.127.114,,239.255.255.250
192.168.127.114,udp:quic,142.251.43.131
192.168.127.114,udp:quic,142.251.223.67
192.168.127.114,udp:quic,142.251.223.74
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,172.217.25.202
192.168.127.114,udp:quic,142.251.223.67
192.168.127.114,,142.251.223.67
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,142.251.43.131
192.168.127.114,udp:quic,142.251.223.67
192.168.127.114,udp:quic,172.217.26.78
192.168.127.114,udp:quic,142.251.223.74
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,142.250.199.46
192.168.127.114,udp:quic,142.250.199.3
192.168.127.114,tcp:ssl,34.120.177.193
192.168.127.114,udp:dns,8.8.4.4
192.168.127.114,udp:dns,8.8.4.4
192.168.127.114,,239.255.255.250
192.168.127.114,tcp:http,185.125.190.48
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,142.251.43.131
192.168.127.114,udp:quic,172.217.25.202
192.168.127.114,,142.250.199.3
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,172.217.166.138
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,216.58.196.42
192.168.127.114,udp:quic,142.250.199.3
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:quic,142.251.223.67
192.168.127.114,udp:ntp,91.189.91.157
192.168.127.114,udp:quic,142.251.43.131
192.168.127.114,udp:quic,35.227.224.122
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,,142.251.43.131
192.168.127.114,udp:quic,142.251.223.67
192.168.127.114,,172.64.155.209
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,,216.58.199.238
192.168.127.114,,216.58.200.10
192.168.127.114,,216.58.200.10
192.168.127.114,udp:quic,142.250.199.10
192.168.127.114,udp:quic,172.217.25.202
192.168.127.114,tcp:ssl,13.107.246.59
fe80::ec58:14ff:fe6f:7204,udp:dns,ff02::fb
192.168.127.114,udp:quic,172.217.25.202
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,udp:dns,192.168.127.134
192.168.127.114,,172.217.25.202
192.168.127.114,udp:quic,172.217.174.170
192.168.127.134,udp:dns,224.0.0.251
192.168.127.114,udp:quic,142.251.223.67
192.168.127.114,,239.255.255.250
192.168.28.229,tcp:http,185.125.190.18
192.168.28.229,tcp:ssl,142.251.222.238
192.168.28.229,tcp:ssl,142.251.43.35
192.168.28.229,,91.189.91.46
192.168.28.229,,185.125.190.81
192.168.28.229,tcp:ssl,3.166.34.4
192.168.28.229,tcp:http,192.100.77.186
192.168.28.229,tcp:ssl,216.58.200.14
192.168.28.229,tcp:http,172.217.25.206
192.168.28.229,tcp:ssl,104.19.191.106
192.168.28.229,tcp:ssl,87.238.57.227
192.168.28.229,tcp:ssl,185.125.190.24
192.168.28.229,tcp:http,91.189.91.82
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.31,udp:dns,224.0.0.251
fe80::decd:2fff:fea3:6eec,udp:dns,ff02::fb
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,tcp:ssl,3.166.34.4
192.168.28.229,tcp:http,192.100.77.186
192.168.28.229,tcp:ssl,216.58.200.14
192.168.28.229,tcp:http,172.217.25.206
192.168.28.229,tcp:ssl,104.19.190.106
192.168.28.229,udp:dns,192.168.28.1
192.168.28.211,udp:dns,224.0.0.251
fe80::1001:16db:2a8b:ffdc,udp:dns,ff02::fb
192.168.28.229,tcp:ssl,87.238.57.227
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,tcp:http,91.189.91.81
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.127.114,,216.58.199.238
192.168.127.114,,216.58.199.238
192.168.127.114,udp:quic,35.228.14.46
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,tcp:ssl,91.189.91.47
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
35.228.14.46,,192.168.127.114
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,,192.168.28.31
192.168.28.229,tcp:http,192.168.28.31
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
10.1.52.76,,192.168.127.114
10.1.52.76,,192.168.127.114
10.1.52.76,,192.168.127.114
10.1.52.76,,192.168.127.114
10.1.52.74,,192.168.127.114
10.1.52.75,,192.168.127.114
10.1.52.78,,192.168.127.114
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,tcp:ssl,91.189.91.47
192.168.28.229,udp:dns,192.168.28.1
192.168.28.26,udp:dns,224.0.0.251
fe80::1ceb:c7eb:adfd:942d,udp:dns,ff02::fb
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,"tcp:ssl,http",192.168.28.31
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,,185.125.190.75
192.168.28.229,tcp:http,192.168.28.29
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,,192.168.28.29
192.168.28.229,tcp:http,192.168.28.29
192.168.28.229,,192.168.28.29
192.168.28.229,tcp:ssl,192.168.28.29
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,tcp:ssl,91.189.91.47
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
10.1.52.73,,192.168.127.114
192.168.28.229,,185.125.190.75
10.1.52.75,,192.168.127.114
192.168.127.114,,142.251.43.131
192.168.28.229,tcp:ssl,91.189.91.47
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
10.1.52.78,,192.168.127.114
10.1.52.74,,192.168.127.114
10.1.52.76,,192.168.127.114
10.1.52.76,,192.168.127.114
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,,185.125.190.75
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.127.114,,142.250.199.42
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,tcp:ssl,91.189.91.47
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.127.114,udp:quic,142.251.43.131
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,tcp:ssl,185.125.188.54
10.1.52.78,,192.168.127.114
10.1.52.76,,192.168.127.114
10.1.52.74,,192.168.127.114
10.1.52.73,,192.168.127.114
10.1.52.76,,192.168.127.114
192.168.28.229,tcp:ssl,192.168.28.29
192.168.28.229,tcp:ssl,216.58.200.3
192.168.28.229,tcp:ssl,142.250.199.14
192.168.28.229,tcp:ssl,216.58.200.14
192.168.28.229,tcp:ssl,142.251.222.238
192.168.28.229,tcp:ssl,142.251.43.35
192.168.28.229,tcp:ssl,142.250.199.14
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,224.0.0.251
192.168.28.29,udp:dns,224.0.0.251
192.168.127.114,,172.217.25.206
192.168.127.114,,172.217.25.206
192.168.127.114,,216.58.200.10
192.168.127.114,udp:quic,142.250.199.10
192.168.127.114,,172.217.25.206
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.127.114,,216.58.200.10
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.127.114,,216.58.199.238
192.168.127.114,udp:quic,142.251.223.67
192.168.28.229,udp:dns,192.168.28.1
192.168.127.114,udp:quic,172.217.174.170
192.168.127.114,udp:quic,142.250.199.42
192.168.28.229,udp:dns,192.168.28.1
192.168.127.114,,142.250.199.42
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,tcp:ssl,74.125.24.188
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.28.229,udp:dns,192.168.28.1
192.168.127.114,udp:quic,142.251.223.67
192.168.28.229,tcp:ssl,192.168.28.29
